KEY,NOTES,ENGLISH,RUSSIAN
VEGETABLE.DRAGONFRUIT,,Dragonfruit,Драконфрут
VEGETABLE.DRAGONFRUIT.PLURAL,,Dragonfruits,Драконфруты
VEGETABLE.ELFSBANE_MUSHROOM,,Elfsbane mushroom,Эльфсбан
VEGETABLE.ELFSBANE_MUSHROOM.PLURAL,,Elfsbane mushrooms,Эльфсбаны
VEGETABLE.ELFSBANE_MUSHROOM.TOOLTIP,,"This mushroom has a simple, flavourless taste to most humanoids. Strangely, it tastes absolutely disgusting to elves, who often react with explosive vomiting upon consumption, or in extreme cases, a heart attack.","Этот гриб имеет простой, безвкусный вкус для большинства гуманоидов. Как ни странно, но он абсолютно отвратителен для эльфов, у которых часто вызывает рвоту, а в крайних случаях — сердечный приступ."
VEGETABLE.FIST_MUSHROOM,,Fist mushroom,Кулаковик
VEGETABLE.FIST_MUSHROOM.PLURAL,,Fist mushrooms,Кулаковики
VEGETABLE.FIST_MUSHROOM.TOOLTIP,,A black-blue mushroom with a metallic taste. It is named for a group of bards from the age of darkness.,Черно-синий гриб с металлическим вкусом. Он назван в честь группы бардов из эпохи Тьмы.
VEGETABLE.GLOW_MUSHROOM,,Glow mushroom,Светящейся гриб
VEGETABLE.GLOW_MUSHROOM.PLURAL,,Glow mushrooms,Светящиеся грибы
VEGETABLE.GLOW_MUSHROOM.TOOLTIP,,A magic-infused mushroom that gives off light and changes colour with the seasons.,"Волшебный гриб, который излучает свет и меняет его в зависимости от сезона."
VEGETABLE.HEMP,,Hemp,Конопля
VEGETABLE.HEMP.PLURAL,,Hemp,Конопля
VEGETABLE.HEMP.TOOLTIP,,This is processed at the {{ROOMS.TEXTILE_WORKSHOP}} to a useful material.,
VEGETABLE.HEMP_FIBRE,,Hemp fibre,Полотно из конопли
VEGETABLE.HEMP_FIBRE.PLURAL,,Hemp fibre,Полотна из конопли
VEGETABLE.HOPS,,Hops,Хмель
VEGETABLE.HOPS.PLURAL,,Hops,Хмель
VEGETABLE.HOPS.TOOLTIP,,A flower used for the flavouring of beer. Must be planted in {{SEASON.SPRING}}.,"Цветок, используемый для ароматизации пива. Должен быть посажен в {{SEASON.SPRING}}."
VEGETABLE.LOQUAT,,Loquat,Локват
VEGETABLE.LOQUAT.PLURAL,,Loquats,Локвоты
VEGETABLE.MILTONIA_MUSHROOM,,Miltonia mushroom,Мильтовик
VEGETABLE.MILTONIA_MUSHROOM.PLURAL,,Miltonia mushrooms,Мильтовики
VEGETABLE.MILTONIA_MUSHROOM.TOOLTIP,,"Once thought to exist only in the Hudds region, it is now found throughout the world.","Когда-то считалось, что они встречаются только в регионе Хаддс, сейчас распространены во всем мире."
VEGETABLE.POTATO,,Potato,Картофелина
VEGETABLE.POTATO.PLURAL,,Potatoes,Картофелины
VEGETABLE.POTATO.TOOLTIP,,"A starchy root vegetable which can survive {{SEASON.WINTER}} making it a good choice for most settlements. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Крахмальный корнеплод, который может пережить {{SEASON.WINTER}}, что делает его хорошим выбором для большинства поселений. Можно посадить в {{SEASON.SPRING}}, {{SEASON.SUMMER}} или {{SEASON.AUTUMN}}."
VEGETABLE.PURPLE_HELMET_MUSHROOM,,Purple helmet mushroom,Пурпурошлемник
VEGETABLE.PURPLE_HELMET_MUSHROOM.PLURAL,,Purple helmet mushrooms,Пурпурошлемники
VEGETABLE.PURPLE_HELMET_MUSHROOM.TOOLTIP,,"Fat Hat, Plump Turban, Puffy Helmet; This fabled mushroom goes by many names. Legend holds that long ago, many communities of dwarves subsisted entirely on a domesticated strain of this fungus.","Толстошляпник, Пухлотюрбинник, Пухлошлемник; У этого легендарного гриба много названий. Легенда гласит, что давным-давно многие сообщества гномов питались только одним одомашненным видом этого гриба."
VEGETABLE.ROCIOMYCOTA_MUSHROOM,,Rociomycota mushroom,Роциомикота 
VEGETABLE.ROCIOMYCOTA_MUSHROOM.PLURAL,,Rociomycota mushrooms,Роциомикоты 
VEGETABLE.ROCIOMYCOTA_MUSHROOM.TOOLTIP,,A white and black spotted mushroom. It has been known to affect the appearance of those who ingest it.,"Белый и черный пятнистый гриб. Известно, что он влияет на внешний вид тех, кто его ест."
VEGETABLE.SUNGLOW_MUSHROOM,,Sunglow mushroom,Солнцесвет
VEGETABLE.SUNGLOW_MUSHROOM.PLURAL,,Sunglow mushrooms,Солнцесветы
VEGETABLE.SUNGLOW_MUSHROOM.TOOLTIP,,A bright yellow mushroom which glows with the appearance of sunlight. It loses this glow the moment it is harvested.,"Ярко-желтый гриб, который светится с появлением солнечного света. Он теряет свечение в момент сбора урожая."
VEGETABLE.SYRUP_POWDER_MUSHROOM,,Syrup powder mushroom,Порошкообразные грибы в сиропе
VEGETABLE.SYRUP_POWDER_MUSHROOM.PLURAL,,Syrup powder mushrooms,Порошкообразные грибы в сиропе
VEGETABLE.SYRUP_POWDER_MUSHROOM.TOOLTIP,,"A round orange/yellow mushroom with a white underside. It is said to have been used by mages long ago, but for what purpose, nobody knows.","Круглый оранжевый или желтый гриб с белой нижней стороной. Говорят, что его использовали маги давным-давно, но с какой целью никто не знает."
VEGETABLE.TAMARILLO,,Tamarillo,Тамарильо
VEGETABLE.TAMARILLO.PLURAL,,Tamarillos,Тамарильосы
VEGETABLE.THIMBLEBERRY,,Thimbleberry,Наперстянка
VEGETABLE.THIMBLEBERRY.PLURAL,,Thimbleberries,Наперстянки
VEGETABLE.TOMATO,,Tomato,Помидор
VEGETABLE.TOMATO.PLURAL,,Tomatoes,Помидоры
VEGETABLE.TOMATO.TOOLTIP,,A plant which grows large red berries often used as a vegetable. Can only be planted in {{SEASON.SPRING}}.,"Растение, на котором растут большие красные ягоды, которые часто используются в качестве овоща. Можно посадить только в {{SEASON.SPRING}}."
VEGETABLE.WHEAT,,Wheat,Пшеница
VEGETABLE.WHEAT.PLURAL,,Wheat,Пшеницы
VEGETABLE.WHEAT.TOOLTIP,,"A cereal grain generally used for the production of bread. It can survive {{SEASON.WINTER}} but takes a while to grow, so it is either planted in {{SEASON.SPRING}} or {{SEASON.AUTUMN}}.","Злаковое зерно обычно используется для производства хлеба. Оно может пережить {{SEASON.WINTER}}, но долго растет, поэтому его лучше сажать {{SEASON.SPRING}}, либо {{SEASON.AUTUMN}}."

VITRIOL.GREEN_VITRIOL.ADJECTIVE,,Green,Зеленый
VITRIOL.GREEN_VITRIOL.NOUN,,Green,Зеленый
VITRIOL.GREEN_VITRIOL.TOOLTIP,,"Also known as iron sulfate, this salt has several uses, including as a soil additive to improve crop farming. (Usages of vitriol are not yet implemented in King under the Mountain)","Также известная как сульфат железа, эта соль имеет несколько видов применения, в том числе в качестве удобрения для улучшения растениеводства. (Использование vitriol еще не реализовано в King under the Mountain)"
