KEY,ENGLISH,NOTES,GERMAN,FRENCH,ITALIAN,SPANISH,PORTUGUESE,PORTUGUESE BR,POLISH,RUSSIAN,TURKISH,DANISH,DUTCH,SWEDISH,NORWEGIAN,HUNGARIAN,FINNISH,JAPANESE,SIMPLIFIED CHINESE,KOREAN
TOOL.SAW.NOUN,Saw,,Säge,Scie,Seghetto,Sierra,Serrote,Serrote,,Пила,Testere,Så,,Såg,,,,ノコギリ,,
TOOL.SAW.TOOLTIP,Used to cut wood into shape. Required for cutting lumber in the {{ROOMS.SAWMILL}}.,,"Wird verwendet, um Holz in Form zu schneiden. Erforderlich für das Schneiden von Holz im {{ROOMS.SAWMILL}}.",Utilisé pour couper les bûches de bois en planche. Requis pour couper du bois dans le {{ROOMS.SAWMILL}}.,Utilizzato per tagliare il legno in forma. Necessario per il taglio del legname nel {{ROOMS.SEWMILL}}.,Se utiliza para cortar madera. Necesaria para cortar madera en un {{ROOMS.SAWMILL}}.,Usado para cortar madeira em forma. Necessário para cortar madeira no {{ROOMS.SAWMILL}}.,,,Используется для резки древесины в форму. Требуется для резки пиломатериалов в {{ROOMS.SAWMILL}}.,Oduna keserek şekil vermek için kullanılır. {{ROOMS.SAWMILL}} de kereste yapmak için gereklidir.,Bruges til at skære træ i form. Kræves til at skære tømmer i {{ROOMS.SAWMILL}}.,,Används för att skära trä i form. Krävs för skärning av virke i {{ROOMS.SAWMILL}}.,,,,材木を切ったり形を整えるために使います。{{ROOMS.SAWMILL}}が必要とします。,,
TOOL.SMALL.HAMMER.NOUN,Hammer,,Hammer,Marteau,Martello,Martillo,Martelo,Martelo,,Молоток,Çekiç,Hammer,,Hammare,,,,ハンマー,,
TOOL.SMALL.HAMMER.TOOLTIP,Used to bash small items of stone and metal into shape. One of the tools used by a {{PROFESSION.BLACKSMITH}}.,,"Wird verwendet, um kleine Gegenstände aus Stein und Metall in Form zu bringen. Eines der Werkzeuge, die von einem {{PROFESSION.BLACKSMITH}} verwendet werden.",Utilisé pour mettre en forme de petits objets de pierre et de métal. Un des outils utilisés par un {{PROFESSION.BLACKSMITH}}.,Utilizzato per modellare piccoli oggetti di pietra e metallo. Uno degli strumenti utilizzati da un {{PROFESSION.BLACKSMITH}}.,Se utiliza para golpear pequeños objetos de piedra y metal y darles forma. Una de las herramientas utilizadas por un {{PROFESSION.BLACKSMITH}}.,Usado para bater pequenos itens de pedra e metal em forma. Uma das ferramentas usadas por um {{PROFISSION.BLACKSMITH}}.,,,"Используется для придания формы мелким предметам камня и металла. Один из инструментов, используемых {{PROFESSION.BLACKSMITH}}.",Küçük taş ve metal parçalara ezerek şekil vermek için kullanılır.  {{PROFESSION.BLACKSMITH}} tarafından kullanılan eşyalardan biridir.,"Bruges til at bash små genstande af sten og metal i form. Et af de værktøjer, der bruges af en {{PROFESSION.BLACKSMITH}}.",,Används för att bash små föremål av sten och metall i form. Ett av verktygen som används av en {{PROCUS.BLACKSMITH}}.,,,,小さな石や金属を叩いて形を整えるのに使います。{{PROFESSION.BLACKSMITH}}道具のひとつです。,,
TOOL.TONGS.NOUN,Tongs,,Zange,Pinces,Tenaglie,Tenazas,Tenazes,Tenazes,,Клещи,Maşa,Tænger,,Täng,,,,トング,,
TOOL.TONGS.TOOLTIP,Used to hold extremely hot metal items. Used in the process of smelting metal ore.,,"Wird verwendet, um extrem heiße Metallteile zu halten. Wird beim Schmelzen von Metallerz verwendet.",Utilisé pour maintenir des objets métalliques extrêmement chauds. Utilisé dans le processus de fusion du minerai.,Utilizzato per contenere oggetti metallici estremamente caldi. Utilizzato nel processo di fusione del minerale metallico.,Se utiliza para agarrar objetos metálicos extremadamente calientes. Utilizado en el proceso de fundición de los minerales de metal.,Usado para armazenar itens de metal extremamente quentes. Usado no processo de fundição de minério metálico.,,,Используется для хранения чрезвычайно горячих металлических предметов. Используется в процессе выплавки металлической руды.,Aşırı sıcak metal eşyaları tutmak için kullanılır. Metal cevherinin eritilmesi sürecinde kullanılır.,Bruges til at holde ekstremt varme metalgenstande. Anvendes til smeltning af metalmalm.,,Används för att hålla extremt heta metallföremål. Används vid smältning av metallmalm.,,,,赤熱した金属をつかむために使用されます。金属や鉱石を溶融する時に必要になります。,,

TREE.DESCRIPTION,{{materialType.noun}} tree,,{{materialType}},{{materialType.noun}},Pianta {{materialType.noun}},{{materialType.noun}},Árvore de {{materialType.noun}},árvore de {{materialType.noun}},,{{materialType.noun}},{{materialType}},{{materialType.noun}} træ,,{{MaterialType.noun}} träd,,,,{{materialType.noun}}の木,,

TUTORIAL.1.A,"Your settlers have three basic needs to fulfil: food, drink and somewhere to sleep. Although they will complain about it for now, they can drink from the nearby river and sleep on the ground. What they can’t do is magic up some food from nowhere (at least, not without a mage around!) so we will focus on food to begin with.",,"Ihre Siedler müssen drei Grundbedürfnisse erfüllen: Essen, Trinken und Schlafen. Obwohl sie sich vorerst darüber beschweren werden, können sie aus dem nahe gelegenen Fluss trinken und auf dem Boden schlafen. Was sie nicht tun können, ist, etwas Essen aus dem Nichts zu zaubern (zumindest nicht ohne einen Magier herum!) also werden wir uns zunächst auf Nahrung konzentrieren.","Vos colons ont trois besoins fondamentaux à satisfaire: la nourriture, la boisson et un endroit où dormir. Bien qu'ils se plaindront à ce sujet pour l'instant, ils peuvent boire de la rivière voisine et dormir sur le sol. Ce qu'ils ne peuvent pas faire, c'est maginer de la nourriture de nulle part (du moins, pas sans un mage autour!) nous allons donc nous concentrer sur la nourriture pour commencer.","I tuoi coloni hanno tre bisogni fondamentali da soddisfare: cibo, bevande e un posto dove dormire. Anche se per ora si lamenteranno, possono bere dal vicino fiume e dormire a terra. Quello che non possono fare è magia un po 'di cibo dal nulla (almeno, non senza un mago intorno!) quindi ci concentreremo sul cibo per cominciare.","Tus colonos tienen tres necesidades básicas que satisfacer: comida, bebida y algún lugar donde dormir. Aunque se quejarán por ahora, pueden beber del río cercano y dormir en el suelo. Lo que no pueden hacer crear comida por arte de magia (¡O al menos, no sin un mago alrededor!) por lo que nos centraremos en la comida para empezar.","Seus colonos têm três necessidades básicas a satisfazer: comida, bebida e um lugar para dormir. Embora eles se queixem sobre isso por enquanto, eles podem beber do rio vizinho e dormir no chão. O que eles não podem fazer é mágica até alguns alimentos do nada (pelo menos, não sem um mago por perto!) então vamos nos concentrar em alimentos para começar.",,,"У ваших поселенцев есть три основные потребности: еда, питье и место для сна. Хотя они будут жаловаться на это пока, они могут пить из близлежащей реки и спать на земле. То, что они не могут сделать, это волшебство еды из ниоткуда (по крайней мере, не без мага вокруг!) поэтому мы сосредоточимся на пище для начала.","Vatandaşlarının karşılaması gereken üç temel ihtiyaç: yemek yemek, su içmek ve barınma. Her ne kadar şuan şikayet etselerde yakında ki nehirden su içebilir ve yerde yatabilirler. Yapamayacakları şey ise abra kadabra diyip yoktan yiyecek yaratmak (en azından etrafta büyücüleri yokken). O yüzden öncelikle yemek ile başlıyoruz. ","Dine bosættere har tre grundlæggende behov at opfylde: mad, drikke og et sted at sove. Selv om de vil klage over det for nå, kan de drikke fra den nærliggende elven og sove på bakken. Hvad de ikke kan gøre, er at trylle noget mad fra ingenting (i hvert fald ikke uden en troldmand rundt!) så vi vil fokusere på mad til at begynde med.",,"Era nybyggare har tre grundläggande behov att uppfylla: mat, dryck och någonstans att sova. Även om de kommer att klaga på det för nu, kan de dricka från den närliggande floden och sova på marken. Vad de inte kan göra är att magi upp lite mat från ingenstans (åtminstone inte utan en magiker runt!) så vi kommer att fokusera på mat till att börja med.",,,,あなたの入植者たちは、食べ物、飲み物、そして寝る場所という3つの基本的な欲求を持っています。今のところ、彼らは文句を言いながらも、近くの川で水を飲み、地面で寝ることを受け入れます。しかし、魔法を使ってどこからともなく食べ物を手に入れることはできません(少なくとも、魔法使いがいなければ無理です！)ので、まずは食べ物から始めましょう。,,
TUTORIAL.1.B,"The first thing you should do each spring is ensure that enough crops have been planted for the harvest in autumn. Farming is a reliable and sustainable food source, but you need to make sure you have enough crops to feed your population between each annual harvest.",,"Das erste, was Sie jeden Frühling tun sollten, ist sicherzustellen, dass genügend Kulturen für die Ernte im Herbst gepflanzt wurden. Die Landwirtschaft ist eine zuverlässige und nachhaltige Nahrungsquelle, aber Sie müssen sicherstellen, dass Sie genügend Kulturen haben, um Ihre Bevölkerung zwischen jeder jährlichen Ernte zu ernähren.","La première chose que vous devriez faire chaque printemps est de vous assurer que suffisamment de cultures ont été plantées pour la récolte en automne. L'agriculture est une source alimentaire fiable et durable, mais vous devez vous assurer d'avoir suffisamment de cultures pour nourrir votre population entre chaque récolte annuelle.","La prima cosa che dovresti fare ogni primavera è assicurarti che siano state piantate abbastanza colture per il raccolto in autunno. L'agricoltura è una fonte alimentare affidabile e sostenibile, ma devi assicurarti di avere abbastanza colture per nutrire la tua popolazione tra ogni raccolto annuale.","Lo primero que debes hacer cada primavera es asegurarte de que se hayan plantado suficientes cultivos para la cosecha del otoño. La agricultura es una fuente de alimentos fiable y sostenible, pero debes asegurarte de tener suficientes cultivos para alimentar a tu población entre cada cosecha anual.","A primeira coisa que você deve fazer a cada primavera é garantir que culturas suficientes foram plantadas para a colheita no outono. A agricultura é uma fonte de alimentos confiável e sustentável, mas você precisa ter certeza de que tem culturas suficientes para alimentar sua população entre cada colheita anual.",,,"Первое, что вы должны делать каждую весну, это обеспечить, чтобы урожай был высажен достаточно урожая осенью. Сельское хозяйство является надежным и устойчивым источником продовольствия, но вы должны убедиться, что у вас есть достаточное количество культур, чтобы прокормить население между каждым ежегодным урожаем.","Her baharda yapmanız gereken ilk şey, önünüzde ki sonbaharda hasat için yeterli mahsulün ekildiğinden emin olmaktır. Tarım güvenilir ve sürdürülebilir bir yemek kaynağıdır, ancak yıllık hasat zamanları arasında yerleşke nüfusunu beslemeye yetecek kadar mahsül olduğundan emin olmalısın.","Det første du skal gøre hvert forår er at sikre, at der er plantet nok afgrøder til høsten i efteråret. Landbrug er en pålidelig og bæredygtig fødekilde, men du skal sørge for, at du har nok afgrøder til at brødføde din befolkning mellem hver årlig høst.",,"Det första du bör göra varje vår är att se till att tillräckligt många grödor har planterats för skörden på hösten. Jordbruk är en pålitlig och hållbar livsmedelskälla, men du måste se till att du har tillräckligt med grödor för att mata din befolkning mellan varje årlig skörd.",,,,春になったらあなたが最初にするべきことは、秋の収穫に向けて十分な量の作物が植えられているかどうかを確認することです。農業は信頼できる持続可能な食料源です。しかし収穫期とその次の収穫期までの間、彼らを食べさせるのに十分な作物を確保することを考えなければなりません。,,
TUTORIAL.1.C,"A good rule of thumb to follow is to ensure you have 10 tiles of crops being sown for each settler in your population. Currently there are 7 settlers milling around, so go ahead and click “{{GUI.ZONES_LABEL}}” > “{{ROOMS.FARM}}”, and designate / drag out several farm plots on a grassy area.",,"Eine gute Faustregel zu folgen ist sicherzustellen, dass Sie 10 Kacheln von Pflanzen haben, die für jeden Siedler in Ihrer Bevölkerung gesät werden. Derzeit gibt es 7 Siedler, die herumlaufen, also gehen Sie voran und klicken Sie auf „{{GUI.ZONES_LABEL}}“ > „{{ROOMS.FARM}}“, und bezeichnen bzw. ziehen Sie mehrere Farmflächen auf einer grasbewachsenen Fläche.","Une bonne règle générale à suivre est de vous assurer que vous avez 10 tuiles de cultures à semer pour chaque colon de votre population. Actuellement, il y a 7 colons qui fraisent, alors allez-y et cliquez sur «{{GUI.ZONES_LABEL}}» > «{{ROOMS.FARM}}», et désignez-en plusieurs parcelles de ferme sur une zone herbeuse.","Una buona regola generale da seguire è assicurarsi di avere 10 piastrelle di colture da seminare per ogni colono nella vostra popolazione. Attualmente ci sono 7 coloni che fresatura, quindi vai avanti e fai clic su «{{GUI.ZONES_LABEL}}» > «{{ROOMS.FARM}}» e designa/trascina diversi appezzamenti agricoli su un'area erbosa.","Una buena regla general a seguir es asegurarse de tener 10 casillas de cultivos sembrados por cada colono de su población. Actualmente hay 7 colonos rondando. Así que adelante, haz click en ""{{GUI.ZONES_LABEL}}"" > ""{{ROOMS.FARM}}"", y designa/arrastra varios huertos en un área cubierta de hierba.","Uma boa regra a seguir é garantir que você tenha 10 telhas de culturas sendo semeadas para cada colono em sua população. Atualmente, há 7 colonos movendo ao redor, então vá em frente e clique em “{{GUI.ZONES_LABEL}}” > “{{ROOMS.FARM}}”, e designe/arraste várias parcelas de fazenda em uma área gramada.",,,"Хорошим эмпирическим правилом является обеспечение того, чтобы у вас есть 10 плиток посевов для каждого поселенца в вашем населении. В настоящее время здесь находятся 7 поселенцев, так что идите вперед и нажмите «{{GUI.ZONES_LABEL}}» > «{{ROOMS.FARM}}» и выделите несколько участков фермы на травянистой местности.","Herkesi besleyebileceğinden emin olmak için kullanabileceğin pratik bir yöntem ise  her bir vatandaş için on karoluk mahsülün ekilmiş olduğundan emin olmaktır. Hali hazırda 7 vatandaşın var, şimdi buna göre git ve “ {{GUI.ZONES_LABEL}} > {{ROOMS.FARM}} ” tıkla. Ardından yeşillik bir bölgeyi tarım arazisi olarak belirle.","En god tommelfingerregel at følge er at sikre, at du har 10 fliser af afgrøder, der bliver sået for hver bosætter i din befolkning. I øjeblikket er der 7 bosættere, der fræser rundt, så gå videre og klik på „{{GUI.ZONES_LABEL}}“ > „{{ROOMS.FARM}}“, og angiv/træk flere bondepladser ud på et græsareal.",,"En bra tumregel att följa är att se till att du har 10 plattor av grödor som sås för varje bosättare i din befolkning. För närvarande finns det 7 nybyggare som fräsar runt, så gå vidare och klicka på ”{{GUI.ZONES_LABEL}}” > ”{{ROOMS.FARM}}”, och ange/dra ut flera gårdsområden på en gräsbevuxen yta.",,,,目安としては、入植者1人につき10タイル分の作物が蒔かれているべきです。現在は7人の入植者がいるので「{{GUI.ZONES_LABEL}}」>「{{ROOMS.FARM}}」をクリックし、指定/ドラッグして草地にいくつかの耕作地を作ってください。,,
